Welcome.started,Welcome.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,Description.started,Description.stopped,text_blank4.started,text_blank4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.889380399952643,None,11.859808099921793,None,1,[1.3447424999903888],[1.3447467999067158],10.889380399952643,None,13.19881470000837,None,,,,,,,
