Welcome.started,Welcome.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,Description.started,Description.stopped,text_blank4.started,text_blank4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11.468119999975897,None,12.427866799989715,None,1,[0.3759104000637308],[0.37591399997472763],11.468119999975897,None,12.801387200015597,None,,,,,,,
