trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,6.7103658999549225,None,,001,2021_Dec_01_2042,food_intake,2021.2.3,144.6278004762372,
