trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Welcome.started,Welcome.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,Description.started,Description.stopped,text_blank4.started,text_blank4.stopped,text_2.started,text_2.stopped,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,image.started,image.stopped,text.started,text.stopped,text_Yawning.started,text_Yawning.stopped,button_yawning.started,button_yawning.stopped,button_yawning.numClicks,button_yawning.timesOn,button_yawning.timesOff,image_2.started,image_2.stopped,text_3.started,text_3.stopped,button_3.started,button_3.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,image_3.started,image_3.stopped,text_7.started,text_7.stopped,button_6.started,button_6.stopped,button_6.numClicks,button_6.timesOn,button_6.timesOff,sound_1.started,sound_1.stopped,text_4.started,text_4.stopped,button_4.started,button_4.stopped,button_4.numClicks,button_4.timesOn,button_4.timesOff,image_4.started,image_4.stopped,text_6.started,text_6.stopped,button_5.started,button_5.stopped,button_5.numClicks,button_5.timesOn,button_5.timesOff,image_6.started,image_6.stopped,image_5.started,image_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,,,,6.488558399956673,None,7.447072899900377,None,1,[1.4639373000245541],[1.463940400048159],6.488558399956673,None,16.77350699994713,None,9.912878299946897,None,10.897728699957952,None,1,[0.8798586000921205],[0.8798614999977872],9.912878299946897,None,11.773672199924476,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Dec_06_1831,food_intake,2021.2.3,146.41652885496566,
1,0,1,0,,,,,,,,,,,,,,,,,,22.779670999967493,None,,,,,,,,,,17.773617599974386,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Dec_06_1831,food_intake,2021.2.3,146.41652885496566,
,,,,0,0,0,0,,,,,,,,,,,,,,26.127721299999394,None,,,,,,,,,,,,23.780668499995954,None,24.77388939994853,None,1,[0.3544250000268221],[0.35442820005118847],25.13520229991991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Dec_06_1831,food_intake,2021.2.3,146.41652885496566,
,,,,1,0,1,0,,,,,,,,,,,,,,28.134221399901435,None,,,,,,,,,,,,,,,,,,,27.12829109991435,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Dec_06_1831,food_intake,2021.2.3,146.41652885496566,
,,,,,,,,0,0,0,0,,,,,,,,,,84.39130079990719,None,,,,,,,,,,,,,,,,,,,,,29.134965799981728,None,30.122240599943325,None,1,[0.2848604000173509],[0.28486370004247874],30.41239939990919,None,35.41294059995562,None,36.3996195999207,None,1,[0.6308273000176996],[0.6308303000405431],77.02401420990937,None,79.02330179989804,None,80.01001179998275,None,1,[3.3690705000190064],[3.3690734000410885],83.38482399994973,None,,,,,,,,,,,,,001,2021_Dec_06_1831,food_intake,2021.2.3,146.41652885496566,
,,,,,,,,1,0,1,0,,,,,,,,,,86.38438109995332,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.38689639989752,None,,,,,,,,,,,,,001,2021_Dec_06_1831,food_intake,2021.2.3,146.41652885496566,
,,,,,,,,,,,,,,,,,,,,,92.9685204999987,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.38446129998192,None,87.38446129998192,None,1,[0.5797750999918208],[0.5797780998982489],89.97047109995037,None,93.96856179996394,None,,,,,,,
