Welcome.started,Welcome.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,Description.started,Description.stopped,text_blank4.started,text_blank4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.791331800050102,None,7.757585400016978,None,1,[1.4095601999433711],[1.409563499968499],6.791331800050102,None,9.165878899977542,None,,,,,,,
