Welcome.started,Welcome.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,Description.started,Description.stopped,text_blank4.started,text_blank4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
42.81596019992139,None,43.767445700010285,None,1,[11.528246300062165],[11.528250199975446],42.81596019992139,None,55.29455240000971,None,,,,,,,
