textWelcomeMessage.started,textWelcomeMessage.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,text_blank4.started,text_blank4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
19.997203100007027,None,20.97014410002157,None,1,[7.334703199914657],[7.334706599940546],28.301934299990535,None,,,,,,,
