trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Welcome.started,Welcome.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,Description.started,Description.stopped,text_blank4.started,text_blank4.stopped,text_2.started,text_2.stopped,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,image.started,image.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,27.079103700001724,None,28.037793900002725,None,1,[26.847939700004645],[26.84794309991412],27.079103700001724,None,62.885409599984996,None,55.8930939999409,None,56.87207699997816,None,1,[5.00746250001248],[5.0074658000376076],55.8930939999409,None,61.885350099997595,None,,001,2021_Dec_06_1818,food_intake,2021.2.3,148.14068643536112,
1,0,1,0,,,,,,,,,,64.88546809996478,None,,,,,,,,,,63.88592199992854,None,,001,2021_Dec_06_1818,food_intake,2021.2.3,148.14068643536112,
