Welcome.started,Welcome.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,Description.started,Description.stopped,text_blank4.started,text_blank4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.48276020004414,None,8.442251199972816,None,1,[9.082857200060971],[9.08286029996816],7.48276020004414,None,17.517931999987923,None,,,,,,,
