textWelcomeMessage.started,textWelcomeMessage.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,text_blank4.started,text_blank4.stopped,text_2.started,text_2.stopped,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.263742699986324,None,8.236990100005642,None,1,[3.38020339992363],[3.3802067999495193],11.617558900034055,None,12.627478100010194,None,13.606877199956216,None,1,[5.169097100035287],[5.169099900056608],12.627478100010194,None,,,,,,,
