textWelcomeMessage.started,textWelcomeMessage.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,text_blank4.started,text_blank4.stopped,text_2.started,text_2.stopped,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11.219303200021386,None,12.192134500015527,None,1,[0.28223940008319914],[0.28224269999191165],12.475422400049865,None,13.478952100034803,None,14.462956700008363,None,1,[19.092288400046527],[19.092291800072417],13.478952100034803,None,,,,,,,
