trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,7.668581799953245,None,,001,2021_Dec_01_2040,food_intake,2021.2.3,143.0336870775949,
1,0,1,0,8.675139299943112,None,,001,2021_Dec_01_2040,food_intake,2021.2.3,143.0336870775949,
