textWelcomeMessage.started;textWelcomeMessage.stopped;button.started;button.stopped;button.numClicks;button.timesOn;button.timesOff;participant;session;date;expName;psychopyVersion;frameRate;
8.493203299993183;None;9.446121499990113;None;1;[3.9174606000306085];[3.9174635999952443];;;;;;;
