textWelcomeMessage.started,textWelcomeMessage.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,text_blank4.started,text_blank4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.773070499999449,None,7.745876800036058,None,1,[0.4598333000903949],[0.45983669999986887],8.203645500005223,None,,,,,,,
