textWelcomeMessage.started;textWelcomeMessage.stopped;button.started;button.stopped;button.numClicks;button.timesOn;button.timesOff;participant;session;date;expName;psychopyVersion;frameRate;
9.329978799971286;None;10.30333669995889;None;1;[1.3403399999951944];[1.3403430999605916];;;;;;;
