textWelcomeMessage.started,textWelcomeMessage.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,text_blank4.started,text_blank4.stopped,text_2.started,text_2.stopped,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.76062960003037,None,8.727032100083306,None,1,[0.5768964999588206],[0.5768997999839485],9.302043200004846,None,13.305437300004996,None,14.274695400032215,None,1,[5.291323699988425],[5.291329000028782],13.305437300004996,None,,,,,,,
