textWelcomeMessage.started;textWelcomeMessage.stopped;button.started;button.stopped;button.numClicks;button.timesOn;button.timesOff;participant;session;date;expName;psychopyVersion;frameRate;
6.3587921999860555;None;7.332296299980953;None;1;[2.1245132999611087];[2.1245171999908052];;;;;;;
