textWelcomeMessage.started,textWelcomeMessage.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,text_blank4.started,text_blank4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.439281899947673,None,8.412676699925214,None,1,[0.38649349997285753],[0.3864975000033155],8.800117300008424,None,,,,,,,
