trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textWelcomeMessage.started,textWelcomeMessage.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,text_blank4.started,text_blank4.stopped,text_2.started,text_2.stopped,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,image.started,image.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,11.826552300015464,None,12.787102499976754,None,1,[1.334570400067605],[1.334573700092733],61.20854480005801,None,15.12853190000169,None,16.09179810003843,None,1,[5.110650300048292],[5.110653700074181],15.12853190000169,None,21.20848340005614,None,,001,2021_Dec_01_1513,food_intake,2021.2.3,144.89477737051558,
