textWelcomeMessage.started;textWelcomeMessage.stopped;button.started;button.stopped;button.numClicks;button.timesOn;button.timesOff;text_blank4.started;text_blank4.stopped;text_2.started;text_2.stopped;button_2.started;button_2.stopped;button_2.numClicks;button_2.timesOn;button_2.timesOff;image.started;image.stopped;text.started;text.stopped;participant;session;date;expName;psychopyVersion;frameRate;
940.5358490999788;None;941.5164237000281;None;1;[0.41105019999668];[0.41105350002180785];1026.8426413000561;None;942.9335664000828;None;943.9116416000761;None;1;[0.9243431999348104];[0.9243460999568924];942.9335664000828;None;985.8500305999769;None;;;;;;;
