textWelcomeMessage.started;textWelcomeMessage.stopped;button.started;button.stopped;button.numClicks;button.timesOn;button.timesOff;participant;session;date;expName;psychopyVersion;frameRate;
7.5014439999940805;None;8.461482300015632;None;1;[4.793245200009551];[4.79324839997571];;;;;;;
