textWelcomeMessage.started,textWelcomeMessage.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,text_blank4.started,text_blank4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.473641999997199,None,8.4397895000875,None,1,[8.915231800056063],[8.915235500084236],17.35517690004781,None,,,,,,,
