textWelcomeMessage.started,textWelcomeMessage.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,text_blank4.started,text_blank4.stopped,text_2.started,text_2.stopped,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,image.started,image.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.124766299966723,None,8.098456499981694,None,1,[0.957479799981229],[0.9574835000094026],58.65993730002083,None,13.073364299954847,None,14.048575299908407,None,1,[4.6063534000422806],[4.606356299947947],13.073364299954847,None,18.652117599966004,None,,,,,,,
