textWelcomeMessage.started;textWelcomeMessage.stopped;button_start.started;button_start.stopped;button_start.numClicks;button_start.timesOn;button_start.timesOff;participant;session;date;expName;psychopyVersion;frameRate;
7.983632899995428;None;17.970828899997286;None;1;[1.3060020999982953];[1.3060049000196159];;;;;;;
