trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textWelcomeMessage.started,textWelcomeMessage.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,text_blank4.started,text_blank4.stopped,text_2.started,text_2.stopped,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,image.started,image.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,29.87208580004517,None,30.85936420003418,None,1,[4.466358399949968],[4.46636199997738],40.57320440001786,None,36.33300230000168,None,37.310276399948634,None,1,[2.256557199987583],[2.2565600000089034],36.33300230000168,None,39.567351300036535,None,,001,2021_Dec_01_1548,food_intake,2021.2.3,146.7973947239039,
,,,,,,,,,,,,,,,,,,,,,,41.573312300024554,None,,,,,,,
