trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,Welcome.started,Welcome.stopped,Description.started,Description.stopped,text_blank4.started,text_blank4.stopped,Description_Speaking_Text.started,Description_Speaking_Text.stopped,image.started,image.stopped,TIMESTAMP_Speaking_Start,Speaking_Text.started,Speaking_Text.stopped,TIMESTAMP_Speaking_End,text_Yawning.started,text_Yawning.stopped,TIMESTAMP_Yawning_Start,image_2.started,image_2.stopped,TIMESTAMP_Yawning_End,text_3.started,text_3.stopped,TIMESTAMP_Resting_Start,image_3.started,image_3.stopped,TIMESTAMP_Resting_End,text_7.started,text_7.stopped,TIMESTAMP_Resting_Eyes_Closed_Start,sound_1.started,sound_1.stopped,TIMESTAMP_Resting_Eyes_Closed_End,text_4.started,text_4.stopped,TIMESTAMP_Eating_NSF_Start,image_4.started,image_4.stopped,TIMESTAMP_Eating_NSF_End,text_6.started,text_6.stopped,TIMESTAMP_Eating_Nuts_Start,image_6.started,image_6.stopped,TIMESTAMP_Eating_Nuts_End,TIMESTAMP_Eating_Bread_Start,image_5.started,image_5.stopped,TIMESTAMP_Eating_Bread_End,End_Experiment,participant,session,date,expName,psychopyVersion,frameRate,
,,,,8,0,8,0,,,,,,,,,,,,,,,,,198.91088973300066,None,,,,,,,,,,,1640001422.9177222,195.89651209797012,None,1640001425.9319391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David,002,2021_Dec_20_1254,food_intake,2021.2.3,None,
,,,,9,0,9,0,,,,,,,,,,,,,,,,,205.89883335097693,None,,,,,,,,,,,1640001429.926215,202.9015023249667,None,1640001432.930203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David,002,2021_Dec_20_1254,food_intake,2021.2.3,None,
,,,,10,0,10,0,,,,,,,,,,,,,,,,,212.89664469496347,None,,,,,,,,,,,1640001436.910615,209.8922128349659,None,1640001439.9240582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David,002,2021_Dec_20_1254,food_intake,2021.2.3,None,
,,,,11,0,11,0,,,,,,,,,,,,,,,,,219.9051401349716,None,,,,,,,,,,,1640001443.909811,216.89169503794983,None,1640001446.943768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David,002,2021_Dec_20_1254,food_intake,2021.2.3,None,
,,,,12,0,12,0,,,,,,,,,,,,,,,,,226.88436432695016,None,,,,,,,,,,,1640001450.902667,223.88617551897187,None,1640001453.909931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David,002,2021_Dec_20_1254,food_intake,2021.2.3,None,
,,,,13,0,13,0,,,,,,,,,,,,,,,,,233.90950013598194,None,,,,,,,,,,,1640001457.948728,230.93275983497733,None,1640001460.9343832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David,002,2021_Dec_20_1254,food_intake,2021.2.3,None,
,,,,14,0,14,0,,,,,,,,,,,,,,,,,240.91798754699994,None,,,,,,,,,,,1640001464.919212,237.88664941996103,None,1640001467.943903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David,002,2021_Dec_20_1254,food_intake,2021.2.3,None,
,,,,15,0,15,0,,,,,,,,,,,,,,,,,247.8640485049691,None,,,,,,,,,,,1640001471.933033,244.90595150599256,None,1640001474.90116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David,002,2021_Dec_20_1254,food_intake,2021.2.3,None,
,,,,16,0,16,0,,,,,,,,,,,,,,,,,254.92149612196954,None,,,,,,,,,,,1640001478.9340549,251.89974108699244,None,1640001481.939811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David,002,2021_Dec_20_1254,food_intake,2021.2.3,None,
,,,,17,0,17,0,,,,,,,,,,,,,,,,,261.9083880969556,None,,,,,,,,,,,1640001485.942125,258.92246680299286,None,1640001488.934738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David,002,2021_Dec_20_1254,food_intake,2021.2.3,None,
,,,,18,0,18,0,,,,,,,,,,,,,,,,,268.90198497194797,None,,,,,,,,,,,1640001492.910903,265.8772538699559,None,1640001495.926757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David,002,2021_Dec_20_1254,food_intake,2021.2.3,None,
,,,,19,0,19,0,,,,,,,,,,,,,,,,,275.9061282769544,None,,,,,,,,,,,1640001499.944704,272.9279023579438,None,1640001502.9307892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David,002,2021_Dec_20_1254,food_intake,2021.2.3,None,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,324.8676397409872,None,,,,,,,,,,,,,,,279.91563607298303,None,1640001511.944414,284.9242095699883,None,1640001551.906503,,,,,,,,,,,,,,,,,,,,,,,,David,002,2021_Dec_20_1254,food_intake,2021.2.3,None,
,,,,,,,,1,0,1,0,,,,,,,,,,,,,368.9073429949931,None,,,,,,,,,,,,,,,,,1640001555.9500659,328.9292828459875,None,1640001595.932662,,,,,,,,,,,,,,,,,,,,,,,,David,002,2021_Dec_20_1254,food_intake,2021.2.3,None,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,515.9035643429961,None,,,,,,,,,,,,,,,,,,,,,372.92188922397327,None,1640001604.931145,416.8513808006576,None,1640001644.936503,421.90081697597634,None,1640001653.9377952,426.91381560696755,None,1640001693.9120388,470.87567816197407,None,1640001702.923275,475.89306898298673,None,1640001742.937624,,,,,,David,002,2021_Dec_20_1254,food_intake,2021.2.3,None,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,559.9117214469588,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640001746.9089432,519.8844060929841,None,1640001786.945843,,,,,,David,002,2021_Dec_20_1254,food_intake,2021.2.3,None,
,,,,,,,,,,,,,,,,0,0,0,0,,,,,603.8913323859451,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640001790.915964,563.8812382469769,None,1640001830.929725,,David,002,2021_Dec_20_1254,food_intake,2021.2.3,None,
,,,,,,,,,,,,,,,,1,0,1,0,,,,,647.8926737049478,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640001834.945811,607.8993094069883,None,1640001874.925768,,David,002,2021_Dec_20_1254,food_intake,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640001878.926992,,,,,,,
